warning: fbcunn not found. Falling back to cunn	
Using 1-th gpu	
GPU memory 12884705280	
Loading ./data/ptb.train.txt, size of data = 929589	
Loading ./data/ptb.valid.txt, size of data = 73760	
Loading ./data/ptb.test.txt, size of data = 82430	
Network parameters:	
{
  weight_decay : 1e-07
  batch_size : 20
  dropout_x : 0.3
  max_max_epoch : 55
  vocab_size : 10000
  max_epoch : 10
  max_grad_norm : 10
  seq_length : 35
  dropout_o : 0.5
  dropout_h : 0.3
  rnn_size : 1250
  init_weight : 0.04
  dropout_i : 0.5
  layers : 2
  decay : 1.15
  lr : 1
}
Creating a RNN LSTM network.	
Starting training.	
epoch = 0.008, train perp. = 10348.171, wps = 1574, dw:norm() = 120.196, lr = 1.000, since beginning = 0 mins.	
epoch = 44.408, train perp. = 77.381, wps = 1561, dw:norm() = 11.572, lr = 0.009, since beginning = 440 mins.	
epoch = 44.508, train perp. = 77.434, wps = 1561, dw:norm() = 12.594, lr = 0.009, since beginning = 441 mins.	
epoch = 44.608, train perp. = 77.391, wps = 1561, dw:norm() = 11.791, lr = 0.009, since beginning = 442 mins.	
epoch = 44.708, train perp. = 77.341, wps = 1561, dw:norm() = 11.364, lr = 0.009, since beginning = 443 mins.	
epoch = 44.809, train perp. = 77.297, wps = 1561, dw:norm() = 13.007, lr = 0.009, since beginning = 444 mins.	
epoch = 44.909, train perp. = 77.315, wps = 1562, dw:norm() = 12.099, lr = 0.009, since beginning = 445 mins.	
Validation set perplexity : 79.294	
epoch = 45.009, train perp. = 77.305, wps = 1561, dw:norm() = 11.475, lr = 0.008, since beginning = 446 mins.	
epoch = 45.109, train perp. = 77.270, wps = 1561, dw:norm() = 11.585, lr = 0.008, since beginning = 447 mins.	
epoch = 45.209, train perp. = 77.174, wps = 1561, dw:norm() = 11.475, lr = 0.008, since beginning = 448 mins.	
epoch = 45.310, train perp. = 77.082, wps = 1561, dw:norm() = 11.874, lr = 0.008, since beginning = 449 mins.	
epoch = 45.410, train perp. = 77.175, wps = 1561, dw:norm() = 12.633, lr = 0.008, since beginning = 450 mins.	
epoch = 45.510, train perp. = 77.163, wps = 1561, dw:norm() = 12.038, lr = 0.008, since beginning = 451 mins.	
epoch = 45.610, train perp. = 77.230, wps = 1561, dw:norm() = 11.748, lr = 0.008, since beginning = 452 mins.	
epoch = 45.711, train perp. = 77.200, wps = 1561, dw:norm() = 11.196, lr = 0.008, since beginning = 453 mins.	
epoch = 45.811, train perp. = 77.157, wps = 1561, dw:norm() = 11.350, lr = 0.008, since beginning = 454 mins.	
epoch = 45.911, train perp. = 77.158, wps = 1562, dw:norm() = 11.415, lr = 0.008, since beginning = 455 mins.	
Validation set perplexity : 79.236	
epoch = 46.011, train perp. = 77.233, wps = 1561, dw:norm() = 11.185, lr = 0.007, since beginning = 456 mins.	
epoch = 46.112, train perp. = 77.238, wps = 1561, dw:norm() = 11.892, lr = 0.007, since beginning = 457 mins.	
epoch = 46.212, train perp. = 77.299, wps = 1561, dw:norm() = 11.245, lr = 0.007, since beginning = 458 mins.	
epoch = 46.312, train perp. = 77.289, wps = 1561, dw:norm() = 12.249, lr = 0.007, since beginning = 459 mins.	
epoch = 46.412, train perp. = 77.188, wps = 1561, dw:norm() = 11.268, lr = 0.007, since beginning = 460 mins.	
epoch = 46.512, train perp. = 77.196, wps = 1561, dw:norm() = 11.809, lr = 0.007, since beginning = 461 mins.	
epoch = 46.613, train perp. = 77.109, wps = 1561, dw:norm() = 11.815, lr = 0.007, since beginning = 462 mins.	
epoch = 46.713, train perp. = 77.121, wps = 1561, dw:norm() = 11.536, lr = 0.007, since beginning = 463 mins.	
epoch = 46.813, train perp. = 77.170, wps = 1561, dw:norm() = 11.256, lr = 0.007, since beginning = 464 mins.	
epoch = 46.913, train perp. = 77.232, wps = 1562, dw:norm() = 11.729, lr = 0.007, since beginning = 465 mins.	
Validation set perplexity : 79.208	
epoch = 47.014, train perp. = 77.093, wps = 1561, dw:norm() = 11.523, lr = 0.006, since beginning = 466 mins.	
epoch = 47.114, train perp. = 77.039, wps = 1561, dw:norm() = 11.756, lr = 0.006, since beginning = 467 mins.	
epoch = 47.214, train perp. = 77.038, wps = 1561, dw:norm() = 11.493, lr = 0.006, since beginning = 468 mins.	
epoch = 47.314, train perp. = 77.245, wps = 1561, dw:norm() = 11.695, lr = 0.006, since beginning = 469 mins.	
epoch = 47.414, train perp. = 77.185, wps = 1561, dw:norm() = 12.264, lr = 0.006, since beginning = 470 mins.	
epoch = 47.515, train perp. = 77.078, wps = 1561, dw:norm() = 11.622, lr = 0.006, since beginning = 471 mins.	
epoch = 47.615, train perp. = 77.177, wps = 1561, dw:norm() = 10.975, lr = 0.006, since beginning = 472 mins.	
epoch = 47.715, train perp. = 77.306, wps = 1561, dw:norm() = 11.551, lr = 0.006, since beginning = 473 mins.	
epoch = 47.815, train perp. = 77.236, wps = 1561, dw:norm() = 12.454, lr = 0.006, since beginning = 474 mins.	
epoch = 47.916, train perp. = 77.159, wps = 1562, dw:norm() = 10.946, lr = 0.006, since beginning = 475 mins.	
Validation set perplexity : 79.211	
epoch = 48.016, train perp. = 77.183, wps = 1561, dw:norm() = 11.252, lr = 0.005, since beginning = 476 mins.	
epoch = 48.116, train perp. = 77.216, wps = 1561, dw:norm() = 12.187, lr = 0.005, since beginning = 477 mins.	
epoch = 48.216, train perp. = 77.266, wps = 1561, dw:norm() = 11.532, lr = 0.005, since beginning = 478 mins.	
epoch = 48.317, train perp. = 77.150, wps = 1561, dw:norm() = 11.301, lr = 0.005, since beginning = 479 mins.	
epoch = 48.417, train perp. = 77.127, wps = 1561, dw:norm() = 12.763, lr = 0.005, since beginning = 480 mins.	
epoch = 48.517, train perp. = 77.149, wps = 1561, dw:norm() = 11.293, lr = 0.005, since beginning = 481 mins.	
epoch = 48.617, train perp. = 77.080, wps = 1561, dw:norm() = 11.880, lr = 0.005, since beginning = 482 mins.	
epoch = 48.717, train perp. = 77.034, wps = 1561, dw:norm() = 11.567, lr = 0.005, since beginning = 483 mins.	
epoch = 48.818, train perp. = 77.120, wps = 1561, dw:norm() = 11.812, lr = 0.005, since beginning = 484 mins.	
epoch = 48.918, train perp. = 77.079, wps = 1562, dw:norm() = 12.276, lr = 0.005, since beginning = 485 mins.	
Validation set perplexity : 79.171	
epoch = 49.018, train perp. = 77.097, wps = 1561, dw:norm() = 11.545, lr = 0.004, since beginning = 486 mins.	
epoch = 49.118, train perp. = 77.113, wps = 1561, dw:norm() = 11.643, lr = 0.004, since beginning = 487 mins.	
epoch = 49.219, train perp. = 77.095, wps = 1561, dw:norm() = 11.691, lr = 0.004, since beginning = 488 mins.	
epoch = 49.319, train perp. = 77.068, wps = 1561, dw:norm() = 12.211, lr = 0.004, since beginning = 489 mins.	
epoch = 49.419, train perp. = 77.130, wps = 1561, dw:norm() = 12.190, lr = 0.004, since beginning = 490 mins.	
epoch = 49.519, train perp. = 77.113, wps = 1561, dw:norm() = 11.861, lr = 0.004, since beginning = 491 mins.	
epoch = 49.619, train perp. = 77.027, wps = 1561, dw:norm() = 10.888, lr = 0.004, since beginning = 492 mins.	
epoch = 49.720, train perp. = 77.030, wps = 1561, dw:norm() = 11.645, lr = 0.004, since beginning = 493 mins.	
epoch = 49.820, train perp. = 77.011, wps = 1561, dw:norm() = 12.344, lr = 0.004, since beginning = 494 mins.	
epoch = 49.920, train perp. = 77.005, wps = 1562, dw:norm() = 11.679, lr = 0.004, since beginning = 495 mins.	
Validation set perplexity : 79.178	
epoch = 50.020, train perp. = 77.030, wps = 1561, dw:norm() = 12.210, lr = 0.004, since beginning = 496 mins.	
epoch = 50.121, train perp. = 77.054, wps = 1561, dw:norm() = 11.418, lr = 0.004, since beginning = 497 mins.	
epoch = 50.221, train perp. = 76.972, wps = 1561, dw:norm() = 11.809, lr = 0.004, since beginning = 498 mins.	
epoch = 50.321, train perp. = 77.019, wps = 1561, dw:norm() = 11.043, lr = 0.004, since beginning = 499 mins.	
epoch = 50.421, train perp. = 76.971, wps = 1561, dw:norm() = 10.923, lr = 0.004, since beginning = 500 mins.	
epoch = 50.521, train perp. = 77.092, wps = 1561, dw:norm() = 11.449, lr = 0.004, since beginning = 501 mins.	
epoch = 50.622, train perp. = 77.122, wps = 1561, dw:norm() = 11.791, lr = 0.004, since beginning = 502 mins.	
epoch = 50.722, train perp. = 77.079, wps = 1561, dw:norm() = 11.205, lr = 0.004, since beginning = 503 mins.	
epoch = 50.822, train perp. = 77.036, wps = 1561, dw:norm() = 12.653, lr = 0.004, since beginning = 504 mins.	
epoch = 50.922, train perp. = 77.020, wps = 1562, dw:norm() = 11.675, lr = 0.004, since beginning = 505 mins.	
Validation set perplexity : 79.160	
epoch = 51.023, train perp. = 76.964, wps = 1561, dw:norm() = 11.293, lr = 0.003, since beginning = 506 mins.	
epoch = 51.123, train perp. = 76.830, wps = 1561, dw:norm() = 11.527, lr = 0.003, since beginning = 507 mins.	
epoch = 51.223, train perp. = 76.960, wps = 1561, dw:norm() = 11.952, lr = 0.003, since beginning = 508 mins.	
epoch = 51.323, train perp. = 76.923, wps = 1561, dw:norm() = 11.615, lr = 0.003, since beginning = 509 mins.	
epoch = 51.424, train perp. = 76.901, wps = 1561, dw:norm() = 11.569, lr = 0.003, since beginning = 510 mins.	
epoch = 51.524, train perp. = 76.826, wps = 1561, dw:norm() = 12.437, lr = 0.003, since beginning = 511 mins.	
epoch = 51.624, train perp. = 76.862, wps = 1561, dw:norm() = 11.609, lr = 0.003, since beginning = 512 mins.	
epoch = 51.724, train perp. = 76.873, wps = 1561, dw:norm() = 12.050, lr = 0.003, since beginning = 513 mins.	
epoch = 51.824, train perp. = 76.829, wps = 1561, dw:norm() = 12.031, lr = 0.003, since beginning = 514 mins.	
epoch = 51.925, train perp. = 76.894, wps = 1562, dw:norm() = 11.715, lr = 0.003, since beginning = 515 mins.	
Validation set perplexity : 79.135	
epoch = 52.025, train perp. = 76.853, wps = 1561, dw:norm() = 12.727, lr = 0.003, since beginning = 516 mins.	
epoch = 52.125, train perp. = 76.890, wps = 1561, dw:norm() = 11.732, lr = 0.003, since beginning = 517 mins.	
epoch = 52.225, train perp. = 76.769, wps = 1561, dw:norm() = 11.978, lr = 0.003, since beginning = 518 mins.	
epoch = 52.326, train perp. = 76.812, wps = 1561, dw:norm() = 12.410, lr = 0.003, since beginning = 519 mins.	
epoch = 52.426, train perp. = 76.978, wps = 1561, dw:norm() = 11.689, lr = 0.003, since beginning = 520 mins.	
epoch = 52.526, train perp. = 77.031, wps = 1561, dw:norm() = 11.624, lr = 0.003, since beginning = 521 mins.	
epoch = 52.626, train perp. = 77.069, wps = 1561, dw:norm() = 12.482, lr = 0.003, since beginning = 522 mins.	
epoch = 52.726, train perp. = 77.006, wps = 1561, dw:norm() = 10.912, lr = 0.003, since beginning = 523 mins.	
epoch = 52.827, train perp. = 77.096, wps = 1561, dw:norm() = 11.619, lr = 0.003, since beginning = 524 mins.	
epoch = 52.927, train perp. = 77.013, wps = 1562, dw:norm() = 11.878, lr = 0.003, since beginning = 525 mins.	
Validation set perplexity : 79.148	
epoch = 53.027, train perp. = 77.032, wps = 1561, dw:norm() = 11.861, lr = 0.002, since beginning = 526 mins.	
epoch = 53.127, train perp. = 77.012, wps = 1561, dw:norm() = 12.123, lr = 0.002, since beginning = 527 mins.	
epoch = 53.228, train perp. = 77.077, wps = 1561, dw:norm() = 11.800, lr = 0.002, since beginning = 528 mins.	
epoch = 53.328, train perp. = 77.089, wps = 1561, dw:norm() = 10.978, lr = 0.002, since beginning = 529 mins.	
epoch = 53.428, train perp. = 77.000, wps = 1561, dw:norm() = 12.344, lr = 0.002, since beginning = 530 mins.	
epoch = 53.528, train perp. = 76.895, wps = 1561, dw:norm() = 11.292, lr = 0.002, since beginning = 531 mins.	
epoch = 53.628, train perp. = 76.822, wps = 1561, dw:norm() = 12.174, lr = 0.002, since beginning = 532 mins.	
epoch = 53.729, train perp. = 76.885, wps = 1561, dw:norm() = 11.793, lr = 0.002, since beginning = 533 mins.	
epoch = 53.829, train perp. = 76.876, wps = 1561, dw:norm() = 11.913, lr = 0.002, since beginning = 534 mins.	
epoch = 53.929, train perp. = 76.872, wps = 1562, dw:norm() = 11.577, lr = 0.002, since beginning = 535 mins.	
Validation set perplexity : 79.149	
epoch = 54.029, train perp. = 76.812, wps = 1561, dw:norm() = 11.730, lr = 0.002, since beginning = 536 mins.	
epoch = 54.130, train perp. = 76.794, wps = 1561, dw:norm() = 11.482, lr = 0.002, since beginning = 537 mins.	
epoch = 54.230, train perp. = 76.762, wps = 1561, dw:norm() = 11.763, lr = 0.002, since beginning = 538 mins.	
epoch = 54.330, train perp. = 76.686, wps = 1561, dw:norm() = 11.710, lr = 0.002, since beginning = 539 mins.	
epoch = 54.430, train perp. = 76.679, wps = 1561, dw:norm() = 12.190, lr = 0.002, since beginning = 540 mins.	
epoch = 54.531, train perp. = 76.687, wps = 1561, dw:norm() = 11.987, lr = 0.002, since beginning = 541 mins.	
epoch = 54.631, train perp. = 76.698, wps = 1561, dw:norm() = 11.685, lr = 0.002, since beginning = 542 mins.	
epoch = 54.731, train perp. = 76.610, wps = 1561, dw:norm() = 11.313, lr = 0.002, since beginning = 542 mins.	
epoch = 54.831, train perp. = 76.602, wps = 1561, dw:norm() = 12.054, lr = 0.002, since beginning = 543 mins.	
epoch = 54.931, train perp. = 76.657, wps = 1562, dw:norm() = 11.782, lr = 0.002, since beginning = 544 mins.	
Validation set perplexity : 79.145	
Test set perplexity : 76.508	
Training is over.	
